"","id","stage","prueba","cuadrante_so","cuadrante_se","cuadrante_ne","cuadrante_no","zona_ne","zona_so","zona_blanco","cruces_blanco","cruces_ne","cruces_so","eficiencia_ne","eficiencia","eficiancia_so","latencia","distancia","velocidad","distancia_media_blanco","distancia_annulus_ne","distancia_annulus_so","tiempo","dia","tratamientos"
"25","1-1","prueba_rev","P-Rev",22.2,16.8,15.7,5.3,6.5,12.8,21.3333333333333,2,2,2,0.127,NA,0.042,60,14.204,0.237,0.369,0.409,0.369,NA,2,"Sal-CUMS-F"
"26","3b","prueba_rev","P-Rev",6,24.1,24.7,5.2,15.4,2.9,4.83333333333333,0,6,0,0.928,NA,NA,60,14.74,0.246,0.464,0.312,0.464,NA,2,"Sal-CUMS-F"
"27","1a","prueba_rev","P-Rev",33.3,15.4,9.1,2.2,5.8,24.2,40.3333333333333,8,1,8,0.066,NA,0.669,60,13.244,0.221,0.291,0.497,0.291,NA,2,"Flx-CUMS"
"28","3a","prueba_rev","P-Rev",26.9,20.3,9.7,3.2,6.1,20.7,34.5,8,1,8,0.175,NA,0.249,60,13.871,0.231,0.317,0.455,0.317,NA,2,"Flx-CUMS"
"29","4a","prueba_rev","P-Rev",33,5.9,10.3,10.8,5.4,24.6,41,9,1,9,0.295,NA,0.09,60,13.673,0.228,0.254,0.485,0.254,NA,2,"Flx-CUMS"
"30","1-2","prueba_rev","P-Rev",33.9,9.8,6.1,10.3,3.8,21.9,36.5,5,0,5,NA,NA,0.799,60,11.831,0.197,0.264,0.507,0.264,NA,2,"Flx-CUMS"
"31","2-2","prueba_rev","P-Rev",32.5,14.7,6.1,6.7,3.3,19.1,31.8333333333333,3,0,3,NA,NA,0.549,60,11.545,0.192,0.257,0.488,0.257,NA,2,"Flx-CUMS"
"32","3-2","prueba_rev","P-Rev",31.3,3.5,9.6,15.6,4.8,18.3,30.5,5,2,5,0.163,NA,0.201,60,12.489,0.208,0.295,0.54,0.295,NA,2,"Flx-CUMS"
"33","4-2","prueba_rev","P-Rev",30.7,13.5,6.6,9.2,2.2,20.6,34.3333333333333,8,0,8,NA,NA,0.156,60,14.497,0.242,0.299,0.51,0.299,NA,2,"Flx-CUMS"
"34","#5","prueba_1","P-1",4.6,8.4,29.7,17.4,15.9,2.3,26.5,2,2,1,0.096,NA,0.188,60,12.754,0.213,0.268,0.268,0.545,NA,0,"Flx"
"35","#6","prueba_1","P-1",5.1,14.7,34.3,5.9,16.6,1.8,27.6666666666667,2,2,0,0.531,NA,NA,60,15.818,0.264,0.271,0.271,0.553,NA,0,"Flx"
"36","#5","prueba_2","P-2",10.1,13.5,23,13.3,13.6,3.8,22.6666666666667,3,3,1,0.063,NA,0.096,60,15.841,0.264,0.359,0.359,0.493,NA,1,"Flx"
"37","#6","prueba_2","P-2",6.1,9.8,32.7,11.4,16.3,2.2,27.1666666666667,2,2,1,0.138,NA,0.017,60,11.553,0.193,0.268,0.268,0.469,NA,1,"Flx"
"38","#5","prueba_rev","P-Rev",27.1,11.4,12.9,8.7,7,16.2,27,2,2,2,0.301,NA,0.024,60,12.278,0.205,0.289,0.422,0.289,NA,2,"Flx"
"39","#6","prueba_rev","P-Rev",38.6,6.3,6.8,8.4,2.6,27.6,46,10,0,10,NA,NA,0.292,60,12.533,0.209,0.225,0.52,0.225,NA,2,"Flx"
"40","CK_g1_1","prueba_1","P-1",9.8,4.3,37.3,8.6,21.3,6.8,35.5,5,5,1,0.435,NA,0.018,60,15.774,0.263,0.275,0.275,0.532,NA,0,"Ket-CUMS"
"41","CK_g1_2","prueba_1","P-1",4.3,5,35.3,15.4,20.1,2.1,33.5,6,6,1,0.885,NA,0.03,60,11.665,0.194,0.26,0.26,0.511,NA,0,"Ket-CUMS"
"42","CK_g1_3","prueba_1","P-1",6.8,2.3,43.4,7.5,20.9,4.2,34.8333333333333,6,6,2,0.627,NA,0.021,60,13.518,0.225,0.244,0.244,0.599,NA,0,"Ket-CUMS"
"43","CK_g1_4","prueba_1","P-1",2.8,5,43.7,8.4,26.8,1.9,44.6666666666667,2,2,0,0.075,NA,NA,60,12.24,0.204,0.186,0.186,0.609,NA,0,"Ket-CUMS"
"44","CK_g1_5","prueba_1","P-1",4.8,16.2,35.2,3.7,22.7,2.4,37.8333333333333,5,5,0,0.409,NA,NA,60,12.843,0.214,0.239,0.239,0.562,NA,0,"Ket-CUMS"
"45","CSK_g1_1","prueba_1","P-1",12.4,4,29.9,13.8,16.2,4.2,27,4,4,2,0.312,NA,0.041,60,13.397,0.223,0.335,0.335,0.472,NA,0,"Sal-CUMS-K"
"46","CSK_g1_2","prueba_1","P-1",10.2,12.4,24.2,13.2,9.9,6.1,16.5,2,2,3,0.555,NA,0.104,60,16.206,0.27,0.346,0.346,0.52,NA,0,"Sal-CUMS-K"
"47","CSK_g1_3","prueba_1","P-1",8.6,13.4,36.1,2,21.4,5.2,35.6666666666667,5,5,2,0.594,NA,0.015,60,15.169,0.253,0.266,0.266,0.523,NA,0,"Sal-CUMS-K"
"48","CSK_g1_4","prueba_1","P-1",7.8,9,32.1,11.1,17.3,5.4,28.8333333333333,6,6,0,0.72,NA,NA,60,15.756,0.263,0.28,0.28,0.527,NA,0,"Sal-CUMS-K"
"49","CK_g1_1","prueba_2","P-2",12.3,13.9,19.9,13.8,1.3,5.3,2.16666666666667,1,1,2,0.048,NA,0.068,60,16.601,0.277,0.442,0.442,0.537,NA,1,"Ket-CUMS"
"50","CK_g1_2","prueba_2","P-2",22.4,11.2,12.5,13.9,2.5,6.1,4.16666666666667,0,0,1,NA,NA,0.042,60,9.311,0.155,0.577,0.577,0.473,NA,1,"Ket-CUMS"
"51","CK_g1_3","prueba_2","P-2",11,15.4,25.6,7.9,7,7.3,11.6666666666667,1,1,2,0.068,NA,0.048,60,13.087,0.218,0.369,0.369,0.522,NA,1,"Ket-CUMS"
"52","CK_g1_4","prueba_2","P-2",11.5,17,19.8,11.6,7.4,7.7,12.3333333333333,1,1,2,0.039,NA,0.68,60,13.983,0.233,0.394,0.394,0.505,NA,1,"Ket-CUMS"
"53","CK_g1_5","prueba_2","P-2",13.1,16.6,13.6,16.7,3.9,5.9,6.5,1,1,1,0.091,NA,0.061,60,15.458,0.258,0.486,0.486,0.484,NA,1,"Ket-CUMS"
"54","CSK_g1_1","prueba_2","P-2",12.5,10.3,16.2,21,3.9,6.1,6.5,1,1,1,0.054,NA,0.038,60,15.339,0.256,0.437,0.437,0.481,NA,1,"Sal-CUMS-K"
"55","CSK_g1_2","prueba_2","P-2",8.9,14.1,23.9,13.1,9.8,4.6,16.3333333333333,2,2,1,0.034,NA,0.06,60,15.539,0.259,0.357,0.357,0.532,NA,1,"Sal-CUMS-K"
"56","CSK_g1_3","prueba_2","P-2",22.5,14.8,9,13.7,3,8.7,5,0,0,1,NA,NA,0.045,60,11.778,0.196,0.486,0.486,0.365,NA,1,"Sal-CUMS-K"
"57","CSK_g1_4","prueba_2","P-2",15.5,16.1,17.9,10.5,9.7,7.9,16.1666666666667,2,2,2,0.383,NA,0.07,60,16.061,0.268,0.418,0.418,0.427,NA,1,"Sal-CUMS-K"
"58","CSK_g1_1","prueba_rev","P-Rev",31.1,12.8,5.5,10.6,3.3,23.7,39.5,5,1,5,0.12,NA,0.392,60,11.781,0.196,0.262,0.511,0.262,NA,2,"Sal-CUMS-K"
"59","CSK_g1_2","prueba_rev","P-Rev",23.4,20.6,10.6,5.4,6.6,12.7,21.1666666666667,1,1,1,0.041,NA,0.045,60,13.415,0.224,0.333,0.426,0.333,NA,2,"Sal-CUMS-K"
"60","CSK_g1_4","prueba_rev","P-Rev",29.2,23,6.3,1.4,3.4,18.4,30.6666666666667,5,1,5,0.038,NA,0.18,60,15.897,0.265,0.306,0.511,0.306,NA,2,"Sal-CUMS-K"
"61","CSK_g1_3","prueba_rev","P-Rev",40.9,14.7,2.3,2.1,0.1,28.4,47.3333333333333,11,0,11,NA,NA,0.49,60,14.786,0.246,0.222,0.618,0.222,NA,2,"Sal-CUMS-K"
"62","CK_g1_1","prueba_rev","P-Rev",29.7,18,7.2,5.1,4,19.6,32.6666666666667,5,0,5,NA,NA,0.222,60,14.628,0.244,0.275,0.517,0.275,NA,2,"Ket-CUMS"
"63","CK_g1_2","prueba_rev","P-Rev",41.7,5.9,6.7,5.7,1.6,35.4,59,6,0,6,NA,NA,0.949,60,11.981,0.2,0.21,0.559,0.21,NA,2,"Ket-CUMS"
"64","CK_g1_3","prueba_rev","P-Rev",29.8,10.6,7.7,11.9,2.8,20.1,33.5,2,1,2,0.078,NA,0.063,60,13.324,0.222,0.294,0.491,0.294,NA,2,"Ket-CUMS"
"65","CK_g1_4","prueba_rev","P-Rev",20.3,18.2,11.7,9.7,5.9,15.4,25.6666666666667,5,0,5,NA,NA,0.767,60,13.701,0.228,0.332,0.407,0.332,NA,2,"Ket-CUMS"
"66","CK_g1_5","prueba_rev","P-Rev",28.5,14,11.1,6.4,5.4,21.3,35.5,6,1,6,0.16,NA,0.276,60,13.591,0.227,0.311,0.467,0.311,NA,2,"Ket-CUMS"
"67","CSK_g2_1","prueba_1","P-1",7.7,4.3,34.4,13.7,23.1,4.4,38.5,4,4,2,0.389,NA,0.891,60,13.026,0.217,0.25,0.25,0.531,NA,0,"Sal-CUMS-K"
"68","CSK_g2_2","prueba_1","P-1",4.3,9.6,38.1,8.1,24.1,2.7,40.1666666666667,7,7,0,0.49,NA,NA,60,13.586,0.226,0.216,0.216,0.57,NA,0,"Sal-CUMS-K"
"69","CSK_g2_3","prueba_1","P-1",11.9,26.6,17.7,3.9,9.6,5.1,16,3,3,2,0.172,NA,0.247,60,14.207,0.237,0.389,0.389,0.422,NA,0,"Sal-CUMS-K"
"70","CSK_g2_4","prueba_1","P-1",1.8,30.5,24.6,3.2,14.8,0,24.6666666666667,4,4,0,0.197,NA,NA,60,10.455,0.174,0.289,0.289,0.515,NA,0,"Sal-CUMS-K"
"71","CK_g2_1","prueba_1","P-1",0,27.9,27.2,4.9,12.7,0,21.1666666666667,3,3,0,0.085,NA,NA,60,11.794,0.197,0.276,0.276,0.575,NA,0,"Ket-CUMS"
"72","CK_g2_2","prueba_1","P-1",10,14.9,18,17.1,9.7,2.6,16.1666666666667,3,3,0,0.064,NA,NA,60,12.757,0.213,0.395,0.395,0.483,NA,0,"Ket-CUMS"
"73","CsK_g2_5","prueba_1","P-1",6.1,19.6,32,2.3,13,2.2,21.6666666666667,2,2,0,0.541,NA,NA,60,12.837,0.214,0.283,0.283,0.6,NA,0,"Sal-CUMS-K"
"74","CK_g2_3","prueba_1","P-1",5.5,8.9,39.4,6.3,24.7,0.8,41.1666666666667,6,6,0,0.652,NA,NA,60,10.996,0.183,0.246,0.246,0.562,NA,0,"Ket-CUMS"
"75","CK_g2_4","prueba_1","P-1",12.9,11,20,16.1,10.8,6.2,18,2,2,0,0.688,NA,NA,60,9.439,0.157,0.326,0.326,0.381,NA,0,"Ket-CUMS"
"76","CK_g2_5","prueba_1","P-1",4.8,15.3,33.2,6.7,19.2,2,32,3,3,0,0.18,NA,NA,60,13.523,0.225,0.265,0.265,0.558,NA,0,"Ket-CUMS"
"77","CSK_g2_1","prueba_2","P-2",11.8,14.8,20.8,12.6,12.7,8.4,21.1666666666667,3,3,2,0.135,NA,0.03,60,13.323,0.222,0.358,0.358,0.427,NA,1,"Sal-CUMS-K"
"78","CSK_g2_2","prueba_2","P-2",7.4,11.3,28.6,12.8,15.1,1.4,25.1666666666667,4,4,0,0.929,NA,NA,60,15.05,0.251,0.346,0.346,0.523,NA,1,"Sal-CUMS-K"
"79","CSK_g2_3","prueba_2","P-2",23,12.2,9.5,15.3,4.4,5.7,7.33333333333333,1,1,1,0.056,NA,0.21,60,14.727,0.245,0.57,0.57,0.39,NA,1,"Sal-CUMS-K"
"80","CSK_g2_4","prueba_2","P-2",15,14.1,18.4,12.5,7,3.7,11.6666666666667,3,3,1,0.113,NA,0.027,60,12.391,0.207,0.459,0.459,0.505,NA,1,"Sal-CUMS-K"
"81","CK_g2_1","prueba_2","P-2",17.6,9.4,20.2,12.7,11.9,2.1,19.8333333333333,3,3,1,0.317,NA,0.049,60,12.87,0.215,0.47,0.47,0.473,NA,1,"Ket-CUMS"
"82","CK_g2_2","prueba_2","P-2",7.3,6.6,16.7,29.3,8.2,1.8,13.6666666666667,1,1,0,0.154,NA,NA,60,11.949,0.199,0.42,0.42,0.522,NA,1,"Ket-CUMS"
"83","CsK_g2_5","prueba_2","P-2",17.8,14.8,16.9,10.6,5.7,4.6,9.5,2,2,1,0.964,NA,0.025,60,14.721,0.245,0.488,0.488,0.473,NA,1,"Sal-CUMS-K"
"84","CK_g2_3","prueba_2","P-2",14.5,30.3,13.6,1.6,5.1,2.1,8.5,2,2,1,0.959,NA,0.066,60,9.641,0.161,0.515,0.515,0.481,NA,1,"Ket-CUMS"
"85","CK_g2_4","prueba_2","P-2",12,12.8,22,13.2,6.6,5.4,11,1,1,2,0.221,NA,0.979,60,11.692,0.195,0.421,0.421,0.521,NA,1,"Ket-CUMS"
"86","CK_g2_5","prueba_2","P-2",17.3,7.1,15.6,20,0,4.8,0,0,0,1,NA,NA,0.072,60,8.359,0.139,0.518,0.518,0.536,NA,1,"Ket-CUMS"
"87","CSK_g2_1","prueba_rev","P-Rev",29.2,14.2,9.6,7,4.3,19.8,33,6,1,6,0.076,NA,0.21,60,12.569,0.21,0.299,0.503,0.299,NA,2,"Sal-CUMS-K"
"88","CSK_g2_2","prueba_rev","P-Rev",28.8,10.9,9.8,10.5,2.7,15.7,26.1666666666667,5,0,5,NA,NA,0.486,60,13.42,0.224,0.297,0.508,0.297,NA,2,"Sal-CUMS-K"
"89","CSK_g2_3","prueba_rev","P-Rev",25.3,9,8.1,17.6,2.1,15.4,25.6666666666667,5,0,5,NA,NA,0.969,60,13.68,0.228,0.351,0.486,0.351,NA,2,"Sal-CUMS-K"
"90","CSK_g2_4","prueba_rev","P-Rev",35.5,15.2,2.4,6.9,0.6,24.2,40.3333333333333,6,0,6,NA,NA,0.123,60,12.625,0.21,0.251,0.564,0.251,NA,2,"Sal-CUMS-K"
"91","CK_g2_1","prueba_rev","P-Rev",44.9,0,4.1,11,2.2,35.3,58.8333333333333,9,0,9,NA,NA,0.253,60,9.894,0.165,0.201,0.561,0.201,NA,2,"Ket-CUMS"
"92","CK_g2_2","prueba_rev","P-Rev",41.9,1.6,2.3,14.3,0.7,32.5,54.1666666666667,6,0,6,NA,NA,0.495,60,10.938,0.182,0.193,0.569,0.193,NA,2,"Ket-CUMS"
"93","CsK_g2_5","prueba_rev","P-Rev",34.8,4.6,9.6,11,3.3,25.2,42,7,1,7,0.142,NA,0.999,60,11.889,0.198,0.281,0.501,0.281,NA,2,"Sal-CUMS-K"
"94","CK_g2_3","prueba_rev","P-Rev",23.9,19.2,13.5,3.4,6.8,15.2,25.3333333333333,3,3,3,0.51,NA,0.754,60,11.811,0.197,0.358,0.461,0.358,NA,2,"Ket-CUMS"
"95","CK_g2_4","prueba_rev","P-Rev",32,12.9,6.9,8.2,3.4,18.5,30.8333333333333,4,2,4,0.305,NA,0.859,60,9.231,0.154,0.325,0.585,0.325,NA,2,"Ket-CUMS"
"96","CK_g2_5","prueba_rev","P-Rev",25.6,20.5,9.7,4.2,4.2,15.8,26.3333333333333,4,1,4,0.054,NA,0.073,60,14.034,0.234,0.37,0.509,0.37,NA,2,"Ket-CUMS"
"97","f_g3_1","prueba_1","P-1",2.9,19.8,28.8,8.4,14.3,1.9,23.8333333333333,4,4,1,0.146,NA,0.074,60,13.974,0.233,0.299,0.299,0.558,NA,0,"Flx"
"98","f_g3_2","prueba_1","P-1",6.6,12,38.4,3.1,27.8,2.6,46.3333333333333,11,11,0,0.842,NA,NA,60,11.913,0.199,0.246,0.246,0.526,NA,0,"Flx-CUMS"
"99","f_g3_3","prueba_1","P-1",7,39.7,8.6,4.8,3.5,3.6,5.83333333333333,1,1,0,0.14,NA,NA,60,10.396,0.173,0.377,0.377,0.425,NA,0,"Sal-CUMS-F"
"100","f_g3_4","prueba_1","P-1",8.3,20.3,22.4,9,15.8,4.7,26.3333333333333,4,4,0,0.886,NA,NA,60,12.571,0.21,0.326,0.326,0.448,NA,0,"Flx-CUMS"
"101","f_g3_5","prueba_1","P-1",0,12.1,38.1,9.7,27.2,0,45.3333333333333,5,5,0,0.691,NA,NA,60,9.403,0.157,0.212,0.212,0.551,NA,0,"Flx"
"102","f_g3_6","prueba_1","P-1",3.2,3.5,51.4,1.9,40.7,0.5,67.8333333333333,9,9,0,0.602,NA,NA,60,7.018,0.117,0.149,0.149,0.589,NA,0,"Flx"
"103","f_g3_7","prueba_1","P-1",18,27,5.6,9.5,4.4,9.2,7.33333333333333,1,1,1,0.293,NA,0.069,60,5.916,0.099,0.4,0.4,0.305,NA,0,"Sal-CUMS-F"
"104","f_g3_8","prueba_1","P-1",11.6,10.6,22,15.8,7.9,7,13.1666666666667,0,0,1,NA,NA,0.035,60,11.445,0.191,0.343,0.343,0.406,NA,0,"Sal-CUMS-F"
"105","f_g3_9","prueba_1","P-1",19.1,19.2,19,2.6,9.6,9.2,16,2,2,3,0.149,NA,0.803,60,12.787,0.213,0.395,0.395,0.373,NA,0,"Sal-CUMS-F"
"106","f_g3_10","prueba_1","P-1",5.1,16,33.6,5.2,22.6,2.5,37.6666666666667,5,5,1,0.714,NA,0.029,60,12.905,0.215,0.235,0.235,0.511,NA,0,"Flx"
"107","f_g3_1","prueba_2","P-2",19,18.7,12.7,9.6,7.7,8,12.8333333333333,1,1,2,0.312,NA,0.3,60,13.938,0.232,0.435,0.435,0.402,NA,1,"Sal-CUMS-F"
"108","f_g3_2","prueba_2","P-2",6.2,40,12.1,1.7,3.5,1.9,5.83333333333333,0,0,1,NA,NA,0.164,60,12.82,0.214,0.396,0.396,0.493,NA,1,"Sal-CUMS-F"
"109","f_g3_3","prueba_2","P-2",10.2,7.1,25.5,17.1,10.8,4.5,18,1,1,0,0.088,NA,NA,60,16.666,0.278,0.358,0.358,0.54,NA,1,"Sal-CUMS-F"
"110","f_g3_4","prueba_2","P-2",10.5,20.2,18.2,11.1,8.2,4.7,13.6666666666667,2,2,0,0.101,NA,NA,60,11.67,0.195,0.38,0.38,0.442,NA,1,"Sal-CUMS-F"
"111","f_g3_5","prueba_2","P-2",16.6,13.4,7.3,22.7,2.5,9,4.16666666666667,1,1,4,0.104,NA,0.098,60,12.183,0.203,0.461,0.461,0.338,NA,1,"Flx-CUMS"
"112","f_g3_6","prueba_2","P-2",16.9,13,15.5,14.5,6.6,8.4,11,2,2,0,0.28,NA,NA,60,16.933,0.282,0.462,0.462,0.443,NA,1,"Flx-CUMS"
"113","f_g3_7","prueba_2","P-2",9.4,10.6,20.7,19.2,10.4,4.6,17.3333333333333,1,1,1,0.736,NA,0.163,60,13.551,0.226,0.401,0.401,0.497,NA,1,"Flx"
"114","f_g3_8","prueba_2","P-2",3.3,24.2,20.1,12.4,11.1,1.2,18.5,3,3,0,0.183,NA,NA,60,9.579,0.16,0.336,0.336,0.516,NA,1,"Flx"
"115","f_g3_9","prueba_2","P-2",14.6,20.9,10,14.5,4.4,6.8,7.33333333333333,2,2,2,0.139,NA,0.211,60,16.139,0.269,0.473,0.473,0.407,NA,1,"Flx"
"116","f_g3_10","prueba_2","P-2",9.6,20.8,19.8,9.8,11,3.4,18.3333333333333,2,2,0,0.485,NA,NA,60,10.921,0.182,0.334,0.334,0.418,NA,1,"Flx"
"117","f_g3_1","prueba_rev","P-Rev",20.6,14.9,13.3,11.3,8.8,10.6,NA,NA,2,3,0.121,NA,0.194,60,12.588,0.21,NA,0.43,0.36,NA,2,"Sal-CUMS-F"
"118","f_g3_2","prueba_rev","P-Rev",10.3,33.2,9.7,6.8,5.7,7.5,NA,NA,1,3,0.09,NA,0.221,60,12.603,0.21,NA,0.43,0.426,NA,2,"Sal-CUMS-F"
"119","f_g3_3","prueba_rev","P-Rev",21.6,7.4,17.8,13.2,10.1,14.6,NA,NA,2,4,0.213,NA,0.949,60,14.319,0.239,NA,0.419,0.373,NA,2,"Sal-CUMS-F"
"120","f_g3_4","prueba_rev","P-Rev",0.7,15.3,28.1,15.9,14.8,0,NA,NA,2,0,0.453,NA,NA,60,7.116,0.119,NA,0.259,0.516,NA,2,"Sal-CUMS-F"
"121","f_g3_5","prueba_rev","P-Rev",30.1,12.6,7.6,9.7,4.8,22.1,NA,NA,0,6,NA,NA,0.19,60,10.619,0.177,NA,0.478,0.266,NA,2,"Flx-CUMS"
"122","f_g3_6","prueba_rev","P-Rev",36.2,11.8,4.8,7.3,2.8,26.8,NA,NA,2,10,0.088,NA,0.853,60,14.65,0.244,NA,0.543,0.234,NA,2,"Flx-CUMS"
"123","f_g3_7","prueba_rev","P-Rev",29.4,3.9,8.9,17.9,4.2,18,NA,NA,0,6,NA,NA,0.927,60,13.316,0.222,NA,0.445,0.289,NA,2,"Flx"
"124","f_g3_8","prueba_rev","P-Rev",20.9,24.3,9.2,5.5,5,12.6,NA,NA,2,4,0.19,NA,0.175,60,11.959,0.199,NA,0.477,0.371,NA,2,"Flx"
"125","f_g3_9","prueba_rev","P-Rev",24.1,17.6,10.1,8.3,5.6,15.9,NA,NA,0,6,NA,NA,0.967,60,15.501,0.258,NA,0.462,0.309,NA,2,"Flx"
"126","f_g3_10","prueba_rev","P-Rev",22.4,19.2,7.3,11.1,2.6,13,NA,NA,0,3,NA,NA,0.148,60,12.874,0.215,NA,0.504,0.35,NA,2,"Flx"
"127","1a","entrenamiento_rev_1","Reversa_1",11.8,5.1,23.6,19.5,9.6,3.3,NA,NA,4,0,0.332,NA,NA,60,15.68,0.261,NA,0.394,0.501,0,0,"Flx-CUMS"
"128","1a","entrenamiento_rev_1","Reversa_1",11.9,4.2,18.5,25.3,10.2,7.1,NA,NA,3,0,0.053,NA,NA,60,12.279,0.205,NA,0.347,0.42,0.25,0,"Flx-CUMS"
"129","1a","entrenamiento_rev_1","Reversa_1",3.8,3.1,1.3,2.5,0,1.5,NA,NA,0,1,NA,0.143,0.143,10.7,2.111,0.197,NA,0.388,0.313,0.5,0,"Flx-CUMS"
"130","1a","entrenamiento_rev_1","Reversa_1",0.8,0,0,0.6,0,0.7,NA,NA,0,1,NA,0.847,0.847,1.4,0.241,0.174,NA,0.505,0.144,0.75,0,"Flx-CUMS"
"131","3a","entrenamiento_rev_1","Reversa_1",2.8,9.9,31,14.7,12.5,1.2,NA,NA,4,1,0.104,0.024,0.024,58.4,13.388,0.229,NA,0.271,0.557,0,0,"Flx-CUMS"
"132","3a","entrenamiento_rev_1","Reversa_1",1,5.8,11.1,3.7,2.7,0.7,NA,NA,0,1,NA,0.167,0.167,21.6,4.865,0.226,NA,0.27,0.506,0.25,0,"Flx-CUMS"
"133","3a","entrenamiento_rev_1","Reversa_1",1.1,1.9,5.2,3.1,1.8,0.7,NA,NA,1,1,0.293,0.328,0.328,11.3,2.449,0.216,NA,0.263,0.527,0.5,0,"Flx-CUMS"
"134","3a","entrenamiento_rev_1","Reversa_1",8.1,11,14.7,13.6,6.3,4.1,NA,NA,0,1,NA,0.037,0.037,47.4,13.29,0.28,NA,0.406,0.505,0.75,0,"Flx-CUMS"
"135","4a","entrenamiento_rev_1","Reversa_1",4.8,4.4,9.7,4.7,6.1,3.4,NA,NA,0,1,NA,0.13,0.13,23.6,5.497,0.232,NA,0.306,0.45,0,0,"Flx-CUMS"
"136","4a","entrenamiento_rev_1","Reversa_1",4.1,2,0.5,4.5,0,3.2,NA,NA,0,1,NA,0.305,0.305,11,2.348,0.213,NA,0.515,0.305,0.25,0,"Flx-CUMS"
"137","4a","entrenamiento_rev_1","Reversa_1",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0.1,0,0,NA,0,0,0.5,0,"Flx-CUMS"
"138","4a","entrenamiento_rev_1","Reversa_1",2.8,1.4,2.2,1.4,1.7,1.8,NA,NA,1,1,0.903,0.4,0.4,7.8,1.659,0.212,NA,0.411,0.385,0.75,0,"Flx-CUMS"
"139","3b","entrenamiento_rev_1","Reversa_1",3.2,1.9,19,4.7,15.9,0.6,NA,NA,5,1,0.442,0.123,0.123,28.7,6.052,0.211,NA,0.23,0.56,0,0,"Sal-CUMS-F"
"140","3b","entrenamiento_rev_1","Reversa_1",5.4,0.6,2.1,0,0.8,3.7,NA,NA,0,1,NA,0.449,0.449,8,1.582,0.197,NA,0.52,0.257,0.25,0,"Sal-CUMS-F"
"141","3b","entrenamiento_rev_1","Reversa_1",20.5,9.9,24.5,2.7,14.3,13.2,NA,NA,4,1,0.187,0.019,0.019,57.5,12.218,0.213,NA,0.359,0.391,0.5,0,"Sal-CUMS-F"
"142","3b","entrenamiento_rev_1","Reversa_1",8.7,3.8,3.4,0.1,1.5,5,NA,NA,1,1,0.879,0.28,0.28,16.1,2.925,0.182,NA,0.43,0.306,0.75,0,"Sal-CUMS-F"
"143","1-1","entrenamiento_rev_1","Reversa_1",6.6,14.3,32.5,6.6,15.5,3.3,NA,NA,3,0,0.826,NA,NA,60,12.752,0.213,NA,0.258,0.528,0,0,"Sal-CUMS-F"
"144","1-1","entrenamiento_rev_1","Reversa_1",7.2,10.8,21.4,0,13,1.7,NA,NA,4,1,0.242,0.12,0.12,39.4,6.489,0.165,NA,0.293,0.505,0.25,0,"Sal-CUMS-F"
"145","1-1","entrenamiento_rev_1","Reversa_1",6.1,3.7,6.3,1.8,4.2,3.8,NA,NA,1,1,0.263,0.11,0.11,17.9,3.578,0.2,NA,0.377,0.39,0.5,0,"Sal-CUMS-F"
"146","1-1","entrenamiento_rev_1","Reversa_1",4.4,1.9,8.4,2.4,2.3,3.2,NA,NA,0,1,NA,0.217,0.217,17,3.831,0.225,NA,0.333,0.48,0.75,0,"Sal-CUMS-F"
"147","3-1","entrenamiento_rev_1","Reversa_1",11,7.8,25,16.2,11.9,5.8,NA,NA,2,0,0.102,NA,NA,60,13.942,0.232,NA,0.355,0.466,0,0,"Sal-CUMS-F"
"148","3-1","entrenamiento_rev_1","Reversa_1",0.8,1.4,2.8,0,1.1,0.7,NA,NA,0,1,NA,0.696,0.696,5,0.99,0.199,NA,0.267,0.521,0.25,0,"Sal-CUMS-F"
"149","3-1","entrenamiento_rev_1","Reversa_1",3,3.6,1.6,0,0,2.8,NA,NA,0,1,NA,0.163,0.163,8.2,1.815,0.221,NA,0.448,0.341,0.5,0,"Sal-CUMS-F"
"150","3-1","entrenamiento_rev_1","Reversa_1",1.2,3.6,3.8,1,2.1,0.9,NA,NA,0,1,NA,0.438,0.438,9.6,1.794,0.187,NA,0.279,0.457,0.75,0,"Sal-CUMS-F"
"151","4-1","entrenamiento_rev_1","Reversa_1",6.3,10.6,28.4,14.6,8,2.6,NA,NA,0,0,NA,NA,NA,60,14.058,0.234,NA,0.322,0.535,0,0,"Sal-CUMS-F"
"152","4-1","entrenamiento_rev_1","Reversa_1",0.9,2.1,7,0,1.9,0.7,NA,NA,0,1,NA,0.446,0.446,10,1.793,0.179,NA,0.249,0.528,0.25,0,"Sal-CUMS-F"
"153","4-1","entrenamiento_rev_1","Reversa_1",4.1,1.5,0,2.9,0,2.5,NA,NA,0,1,NA,0.205,0.205,8.5,1.598,0.189,NA,0.533,0.21,0.5,0,"Sal-CUMS-F"
"154","4-1","entrenamiento_rev_1","Reversa_1",5.3,0,4.2,0.3,1.4,5,NA,NA,0,1,NA,0.391,0.391,9.8,2.175,0.221,NA,0.44,0.368,0.75,0,"Sal-CUMS-F"
"155","1-2","entrenamiento_rev_1","Reversa_1",2.2,1.5,2.4,5.9,1.1,1.7,NA,NA,1,1,0.283,0.265,0.265,12,2.826,0.235,NA,0.381,0.428,0,0,"Flx-CUMS"
